#group,false,false,true,true,false,false,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string
#default,mean,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,epc,interpolated,samplingCondition,unit,valid
,,0,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:31:20Z,57.167927,value,humidity,Sensor1,False,Best Conditions,%rH,True
,,0,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:32:20Z,57.18166,value,humidity,Sensor1,False,Best Conditions,%rH,True
,,0,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:33:20Z,57.114517,value,humidity,Sensor1,False,Best Conditions,%rH,True
,,0,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:37:30Z,57.172504,value,humidity,Sensor1,False,Best Conditions,%rH,True
,,0,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:38:30Z,57.096207,value,humidity,Sensor1,False,Best Conditions,%rH,True
,,0,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:42:40Z,57.169453,value,humidity,Sensor1,False,Best Conditions,%rH,True
,,0,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:48:50Z,57.17403,value,humidity,Sensor1,False,Best Conditions,%rH,True
,,0,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T09:01:00Z,57.079422,value,humidity,Sensor1,False,Best Conditions,%rH,True
,,0,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T09:02:00Z,57.082474,value,humidity,Sensor1,False,Best Conditions,%rH,True
,,0,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T09:04:10Z,56.978714,value,humidity,Sensor1,False,Best Conditions,%rH,True
,,0,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T09:11:20Z,57.05806,value,humidity,Sensor1,False,Best Conditions,%rH,True
,,0,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T09:14:20Z,57.003128,value,humidity,Sensor1,False,Best Conditions,%rH,True
,,0,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T09:15:20Z,56.95735,value,humidity,Sensor1,False,Best Conditions,%rH,True
,,1,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:22:10Z,57.114517,value,humidity,Sensor1,False,Good Conditions,%rH,True
,,1,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:24:10Z,57.151142,value,humidity,Sensor1,False,Good Conditions,%rH,True
,,1,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:25:10Z,57.143513,value,humidity,Sensor1,False,Good Conditions,%rH,True
,,1,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:29:20Z,57.108414,value,humidity,Sensor1,False,Good Conditions,%rH,True
,,1,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:34:20Z,57.157246,value,humidity,Sensor1,False,Good Conditions,%rH,True
,,1,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:35:30Z,57.180134,value,humidity,Sensor1,False,Good Conditions,%rH,True
,,1,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:36:30Z,57.108414,value,humidity,Sensor1,False,Good Conditions,%rH,True
,,1,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:39:30Z,57.13283,value,humidity,Sensor1,False,Good Conditions,%rH,True
,,1,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:43:40Z,57.160297,value,humidity,Sensor1,False,Good Conditions,%rH,True
,,1,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:44:40Z,57.14809,value,humidity,Sensor1,False,Good Conditions,%rH,True
,,1,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:47:40Z,57.085526,value,humidity,Sensor1,False,Good Conditions,%rH,True
,,1,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:49:50Z,57.11757,value,humidity,Sensor1,False,Good Conditions,%rH,True
,,1,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:50:50Z,57.096207,value,humidity,Sensor1,False,Good Conditions,%rH,True
,,1,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:53:50Z,57.08705,value,humidity,Sensor1,False,Good Conditions,%rH,True
,,1,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:56:00Z,57.08705,value,humidity,Sensor1,False,Good Conditions,%rH,True
,,1,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:57:00Z,57.067215,value,humidity,Sensor1,False,Good Conditions,%rH,True
,,1,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:58:00Z,57.103836,value,humidity,Sensor1,False,Good Conditions,%rH,True
,,1,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:59:00Z,57.06874,value,humidity,Sensor1,False,Good Conditions,%rH,True
,,1,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T09:00:00Z,57.04738,value,humidity,Sensor1,False,Good Conditions,%rH,True
,,1,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T09:03:10Z,57.038223,value,humidity,Sensor1,False,Good Conditions,%rH,True
,,1,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T09:05:10Z,57.059586,value,humidity,Sensor1,False,Good Conditions,%rH,True
,,1,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T09:07:10Z,57.067215,value,humidity,Sensor1,False,Good Conditions,%rH,True
,,1,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T09:08:10Z,57.022964,value,humidity,Sensor1,False,Good Conditions,%rH,True
,,1,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T09:10:20Z,57.05806,value,humidity,Sensor1,False,Good Conditions,%rH,True
,,1,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T09:12:20Z,57.022964,value,humidity,Sensor1,False,Good Conditions,%rH,True
,,1,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T09:13:20Z,56.981766,value,humidity,Sensor1,False,Good Conditions,%rH,True
,,1,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T09:16:30Z,56.9955,value,humidity,Sensor1,False,Good Conditions,%rH,True
,,1,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T09:17:30Z,57.010757,value,humidity,Sensor1,False,Good Conditions,%rH,True
,,1,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T09:19:30Z,57.03212,value,humidity,Sensor1,False,Good Conditions,%rH,True
,,1,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T09:20:30Z,56.963455,value,humidity,Sensor1,False,Good Conditions,%rH,True
,,2,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:26:10Z,57.15572,value,humidity,Sensor1,False,Invalid QOS,%rH,True
,,2,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:27:10Z,57.14809,value,humidity,Sensor1,False,Invalid QOS,%rH,True
,,2,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:28:20Z,57.143513,value,humidity,Sensor1,False,Invalid QOS,%rH,True
,,2,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:40:30Z,57.169453,value,humidity,Sensor1,False,Invalid QOS,%rH,True
,,2,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:41:30Z,57.17098,value,humidity,Sensor1,False,Invalid QOS,%rH,True
,,2,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:45:40Z,57.15877,value,humidity,Sensor1,False,Invalid QOS,%rH,True
,,2,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:51:50Z,57.14046,value,humidity,Sensor1,False,Invalid QOS,%rH,True
,,2,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T09:09:10Z,57.03975,value,humidity,Sensor1,False,Invalid QOS,%rH,True
,,2,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T09:18:30Z,57.02449,value,humidity,Sensor1,False,Invalid QOS,%rH,True
,,3,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:23:10Z,57.151142,value,humidity,Sensor1,False,Sensor Switched Off,%rH,True
,,3,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:30:20Z,57.106888,value,humidity,Sensor1,False,Sensor Switched Off,%rH,True
,,3,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:46:40Z,57.157246,value,humidity,Sensor1,False,Sensor Switched Off,%rH,True
,,3,2022-03-23T08:21:27.009065187Z,2022-03-23T09:21:27.009065187Z,2022-03-23T08:52:50Z,57.09926,value,humidity,Sensor1,False,Sensor Switched Off,%rH,True

#group,false,false,true,true,false,false,true,true,true,true,true
